level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	100	1	1	1	1418	387	42	16	0.000000	~
2	1	101	0	0	0	1473	402	134	9	-1	
3	1	101	1	0	0	1473	402	134	9	-1	
4	1	101	1	1	0	1473	402	134	9	-1	
5	1	101	1	1	1	1473	409	21	2	16.198898	相
5	1	101	1	1	2	1536	392	76	28	37.768482	kk
2	1	102	0	0	0	1567	382	88	22	-1	
3	1	102	1	0	0	1567	382	88	22	-1	
4	1	102	1	1	0	1567	382	88	22	-1	
5	1	102	1	1	1	1567	382	88	22	33.207260	EL
2	1	103	0	0	0	1909	390	16	11	-1	
3	1	103	1	0	0	1909	390	16	11	-1	
4	1	103	1	1	0	1909	390	16	11	-1	
5	1	103	1	1	1	1909	390	16	11	66.876770	多
2	1	104	0	0	0	3115	366	49	38	-1	
3	1	104	1	0	0	3115	366	49	38	-1	
4	1	104	1	1	0	3115	366	49	38	-1	
5	1	104	1	1	1	3115	366	49	38	35.894226	好
5	1	104	1	1	2	3141	362	28	46	28.860100	才
2	1	105	0	0	0	303	418	51	12	-1	
3	1	105	1	0	0	303	418	51	12	-1	
4	1	105	1	1	0	303	418	51	12	-1	
5	1	105	1	1	1	303	418	51	12	52.091808	ti
2	1	106	0	0	0	501	410	40	18	-1	
3	1	106	1	0	0	501	410	40	18	-1	
4	1	106	1	1	0	501	410	40	18	-1	
5	1	106	1	1	1	501	410	40	18	70.558350	(1
2	1	107	0	0	0	561	425	22	8	-1	
3	1	107	1	0	0	561	425	22	8	-1	
4	1	107	1	1	0	561	425	22	8	-1	
5	1	107	1	1	1	561	425	22	8	25.387085	品
2	1	108	0	0	0	1022	421	324	15	-1	
3	1	108	1	0	0	1022	421	324	15	-1	
4	1	108	1	1	0	1022	421	324	15	-1	
5	1	108	1	1	1	1022	421	324	15	0.000000	ifllttit1fi1i3yNhM
2	1	109	0	0	0	1355	431	97	10	-1	
3	1	109	1	0	0	1355	431	97	10	-1	
4	1	109	1	1	0	1355	431	97	10	-1	
5	1	109	1	1	1	1355	431	97	10	48.514790	707ilh
2	1	110	0	0	0	1461	425	119	9	-1	
3	1	110	1	0	0	1461	425	119	9	-1	
4	1	110	1	1	0	1461	425	119	9	-1	
5	1	110	1	1	1	1461	425	119	9	0.000000	JJU
2	1	111	0	0	0	1658	411	79	27	-1	
3	1	111	1	0	0	1658	411	79	27	-1	
4	1	111	1	1	0	1658	411	79	27	-1	
5	1	111	1	1	1	1658	411	79	27	15.154953	生
2	1	112	0	0	0	2193	350	97	85	-1	
3	1	112	1	0	0	2193	350	99	85	-1	
4	1	112	1	1	0	2193	350	97	85	-1	
5	1	112	1	1	1	2193	350	97	85	0.000000	用
2	1	113	0	0	0	2574	423	16	8	-1	
3	1	113	1	0	0	2574	423	16	8	-1	
4	1	113	1	1	0	2574	423	16	8	-1	
5	1	113	1	1	1	2574	423	16	8	62.603828	3
2	1	114	0	0	0	2612	389	76	49	-1	
3	1	114	1	0	0	2612	389	76	49	-1	
4	1	114	1	1	0	2612	389	76	49	-1	
5	1	114	1	1	1	2612	389	76	49	0.000000	江
5	1	114	1	1	2	2652	385	39	76	0.000000	)
2	1	115	0	0	0	2863	413	31	25	-1	
3	1	115	1	0	0	2863	413	31	25	-1	
4	1	115	1	1	0	2863	413	31	25	-1	
5	1	115	1	1	1	2863	415	6	23	92.362648	一
5	1	115	1	1	2	2889	413	5	22	56.179626	-
2	1	116	0	0	0	3162	406	38	19	-1	
3	1	116	1	0	0	3162	406	38	19	-1	
4	1	116	1	1	0	3162	406	38	19	-1	
5	1	116	1	1	1	3162	406	38	19	0.000000	0
2	1	117	0	0	0	182	449	51	13	-1	
3	1	117	1	0	0	182	449	51	13	-1	
4	1	117	1	1	0	182	449	51	13	-1	
5	1	117	1	1	1	182	449	51	13	39.913383	1
2	1	118	0	0	0	321	449	17	15	-1	
3	1	118	1	0	0	321	449	17	15	-1	
4	1	118	1	1	0	321	449	17	15	-1	
5	1	118	1	1	1	321	449	17	15	0.000000	本
2	1	119	0	0	0	946	444	73	5	-1	
3	1	119	1	0	0	946	444	73	5	-1	
4	1	119	1	1	0	946	444	73	5	-1	
5	1	119	1	1	1	946	444	73	5	85.894119	||||
2	1	120	0	0	0	1304	457	29	4	-1	
3	1	120	1	0	0	1304	457	29	4	-1	
4	1	120	1	1	0	1304	457	29	4	-1	
5	1	120	1	1	1	1304	457	29	4	69.508102	|
2	1	121	0	0	0	1359	465	74	6	-1	
3	1	121	1	0	0	1359	465	74	6	-1	
4	1	121	1	1	0	1359	465	74	6	-1	
5	1	121	1	1	1	1359	465	74	6	37.059425	MM
2	1	122	0	0	0	1564	454	38	6	-1	
3	1	122	1	0	0	1564	454	38	6	-1	
4	1	122	1	1	0	1564	454	38	6	-1	
5	1	122	1	1	1	1564	454	38	6	37.743114	|[
2	1	123	0	0	0	3167	430	8	18	-1	
3	1	123	1	0	0	3167	430	8	18	-1	
4	1	123	1	1	0	3167	430	8	18	-1	
5	1	123	1	1	1	3167	430	8	18	0.000000	-
2	1	124	0	0	0	3216	418	24	38	-1	
3	1	124	1	0	0	3216	418	24	38	-1	
4	1	124	1	1	0	3216	418	24	38	-1	
5	1	124	1	1	1	3216	418	24	38	49.388863	】
2	1	125	0	0	0	505	462	30	20	-1	
