level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	62	1	1	1	0	1348	110	31	0.000000	人
2	1	63	0	0	0	79	1380	32	14	-1	
3	1	63	1	0	0	79	1380	32	14	-1	
4	1	63	1	1	0	79	1380	32	14	-1	
5	1	63	1	1	1	79	1380	32	14	73.251411	cr
2	1	64	0	0	0	199	1270	137	117	-1	
3	1	64	1	0	0	199	1270	137	117	-1	
4	1	64	1	1	0	199	1270	137	117	-1	
5	1	64	1	1	1	199	1270	137	117	3.411705	ww
2	1	65	0	0	0	439	1380	74	30	-1	
3	1	65	1	0	0	439	1380	74	30	-1	
4	1	65	1	1	0	439	1380	74	30	-1	
5	1	65	1	1	1	439	1380	74	30	17.320816	BL]
2	1	66	0	0	0	326	1367	97	51	-1	
3	1	66	1	0	0	326	1367	97	51	-1	
4	1	66	1	1	0	326	1367	97	51	-1	
5	1	66	1	1	1	326	1367	97	51	59.315887	a
2	1	67	0	0	0	427	1406	78	30	-1	
3	1	67	1	0	0	427	1406	78	30	-1	
4	1	67	1	1	0	427	1406	78	30	-1	
5	1	67	1	1	1	427	1406	78	30	0.000000	SE)
2	1	68	0	0	0	0	1423	18	62	-1	
3	1	68	1	0	0	0	1423	18	62	-1	
4	1	68	1	1	0	0	1423	18	62	-1	
5	1	68	1	1	1	0	1423	18	62	0.898064	j
2	1	69	0	0	0	124	1362	68	103	-1	
3	1	69	1	0	0	124	1362	68	103	-1	
4	1	69	1	1	0	124	1362	68	103	-1	
5	1	69	1	1	1	124	1362	68	103	55.776539	AS
2	1	70	0	0	0	310	1444	35	13	-1	
3	1	70	1	0	0	310	1444	35	13	-1	
4	1	70	1	1	0	310	1444	35	13	-1	
5	1	70	1	1	1	310	1444	35	13	21.573021	Ss
2	1	71	0	0	0	851	1321	151	132	-1	
3	1	71	1	0	0	851	1321	151	132	-1	
4	1	71	1	1	0	851	1321	151	132	-1	
5	1	71	1	1	1	851	1321	151	132	50.782108	ps
